gvkey,firm_name,patent_count,cik,ticker,sec_name,exchange,link_method,link_score,link_conflict,candidate_count,ticker_hint,candidate_rank,candidate_cik,candidate_ticker,candidate_sec_name,candidate_exchange,candidate_method,candidate_score
004925,FUJI,47423,0000800365,FUJIY,FUJI PHOTO FILM CO LTD /FI,OTC,fuzzy_name,0.9,True,2,,1,0000800365,FUJIY,FUJI PHOTO FILM CO LTD /FI,OTC,fuzzy_name,0.9
004925,FUJI,47423,0000800365,FUJIY,FUJI PHOTO FILM CO LTD /FI,OTC,fuzzy_name,0.9,True,2,,2,0002043424,FKURF,Fujikura Ltd/ADR,OTC,fuzzy_name,0.9
008546,PHILIPS,37640,0000313216,PHG,KONINKLIJKE PHILIPS NV,NYSE,fuzzy_name,0.9,True,2,,1,0000313216,PHG,KONINKLIJKE PHILIPS NV,NYSE,fuzzy_name,0.9
008546,PHILIPS,37640,0000313216,PHG,KONINKLIJKE PHILIPS NV,NYSE,fuzzy_name,0.9,True,2,,2,0000704172,PHIL,PHI GROUP INC,,fuzzy_name,0.9
007114,PANASONIC,30557,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,2,,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9
007114,PANASONIC,30557,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,2,,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
007652,NEC,28724,0000901832,AZN,ASTRAZENECA PLC,NYSE,fuzzy_name,0.9,True,20,,1,0000901832,AZN,ASTRAZENECA PLC,NYSE,fuzzy_name,0.9
007652,NEC,28724,0000901832,AZN,ASTRAZENECA PLC,NYSE,fuzzy_name,0.9,True,20,,2,0000790273,CONC,CONECTISYS CORP,OTC,fuzzy_name,0.9
007652,NEC,28724,0000901832,AZN,ASTRAZENECA PLC,NYSE,fuzzy_name,0.9,True,20,,3,0001835268,CNTB,Connect Biopharma Holdings Ltd,Nasdaq,fuzzy_name,0.9
007652,NEC,28724,0000901832,AZN,ASTRAZENECA PLC,NYSE,fuzzy_name,0.9,True,20,,4,0000023426,CNTHP,CONNECTICUT LIGHT & POWER CO,OTC,fuzzy_name,0.9
007652,NEC,28724,0000901832,AZN,ASTRAZENECA PLC,NYSE,fuzzy_name,0.9,True,20,,5,0000712771,CNOB,"ConnectOne Bancorp, Inc.",Nasdaq,fuzzy_name,0.9
007585,MOTOROLASOLTNS,26032,0000737758,TTC,TORO CO,NYSE,fuzzy_name,0.9,True,3,,1,0000737758,TTC,TORO CO,NYSE,fuzzy_name,0.9
007585,MOTOROLASOLTNS,26032,0000737758,TTC,TORO CO,NYSE,fuzzy_name,0.9,True,3,,2,0001941131,TORO,TORO CORP.,Nasdaq,fuzzy_name,0.9
007585,MOTOROLASOLTNS,26032,0000737758,TTC,TORO CO,NYSE,fuzzy_name,0.9,True,3,,3,0000068505,MSI,"Motorola Solutions, Inc.",NYSE,fuzzy_name,0.875
201395,TAIWANSEMICONDUCTORMFG,22915,0001060955,ICLR,ICON PLC,Nasdaq,fuzzy_name,0.9,True,2,,1,0001060955,ICLR,ICON PLC,Nasdaq,fuzzy_name,0.9
201395,TAIWANSEMICONDUCTORMFG,22915,0001060955,ICLR,ICON PLC,Nasdaq,fuzzy_name,0.9,True,2,,2,0001655891,TRMD,TORM plc,Nasdaq,fuzzy_name,0.9
004439,ERICSSON,21831,0000717826,ERIC,ERICSSON LM TELEPHONE CO,Nasdaq,fuzzy_name,0.9,True,2,,1,0000717826,ERIC,ERICSSON LM TELEPHONE CO,Nasdaq,fuzzy_name,0.9
004439,ERICSSON,21831,0000717826,ERIC,ERICSSON LM TELEPHONE CO,Nasdaq,fuzzy_name,0.9,True,2,,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
100699,SHARP,17358,0001981535,SBET,"Sharplink, Inc.",Nasdaq,fuzzy_name,0.9,True,2,,1,0001981535,SBET,"Sharplink, Inc.",Nasdaq,fuzzy_name,0.9
100699,SHARP,17358,0001981535,SBET,"Sharplink, Inc.",Nasdaq,fuzzy_name,0.9,True,2,,2,0001737995,STSS,Sharps Technology Inc.,Nasdaq,fuzzy_name,0.9
010983,UNITEDTECH,14108,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,2,,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9
010983,UNITEDTECH,14108,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,2,,2,0000798949,UNTC,UNIT CORP,OTC,fuzzy_name,0.9
064768,AMAZON,13949,0001018724,AMZN,AMAZON COM INC,Nasdaq,fuzzy_name,0.9,True,2,,1,0001018724,AMZN,AMAZON COM INC,Nasdaq,fuzzy_name,0.9
064768,AMAZON,13949,0001018724,AMZN,AMAZON COM INC,Nasdaq,fuzzy_name,0.9,True,2,,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
008889,RCA,12799,0001378789,AER,AerCap Holdings N.V.,NYSE,fuzzy_name,0.9,True,10,,1,0001378789,AER,AerCap Holdings N.V.,NYSE,fuzzy_name,0.9
008889,RCA,12799,0001378789,AER,AerCap Holdings N.V.,NYSE,fuzzy_name,0.9,True,10,,2,0001362988,AYR,Aircastle LTD,,fuzzy_name,0.9
008889,RCA,12799,0001378789,AER,AerCap Holdings N.V.,NYSE,fuzzy_name,0.9,True,10,,3,0001469443,RKDA,"Arcadia Biosciences, Inc.",Nasdaq,fuzzy_name,0.9
008889,RCA,12799,0001378789,AER,AerCap Holdings N.V.,NYSE,fuzzy_name,0.9,True,10,,4,0001327899,AAMTF,Armada Mercantile Ltd,OTC,fuzzy_name,0.9
008889,RCA,12799,0001378789,AER,AerCap Holdings N.V.,NYSE,fuzzy_name,0.9,True,10,,5,0001486749,HYPMY,Hypermarcas S.A.,OTC,fuzzy_name,0.9
007435,3MINNOVATIVEPPTYS,11025,0001018963,ATI,ATI INC,NYSE,fuzzy_name,0.9,True,4,,1,0001018963,ATI,ATI INC,NYSE,fuzzy_name,0.9
007435,3MINNOVATIVEPPTYS,11025,0001018963,ATI,ATI INC,NYSE,fuzzy_name,0.9,True,4,,2,0001961847,INHD,INNO HOLDINGS INC.,Nasdaq,fuzzy_name,0.9
007435,3MINNOVATIVEPPTYS,11025,0001018963,ATI,ATI INC,NYSE,fuzzy_name,0.9,True,4,,3,0001021860,NOV,NOV Inc.,NYSE,fuzzy_name,0.9
007435,3MINNOVATIVEPPTYS,11025,0001018963,ATI,ATI INC,NYSE,fuzzy_name,0.9,True,4,,4,0001109345,NVMI,NOVA LTD.,Nasdaq,fuzzy_name,0.9
031142,STMICROELECTRONICSGRENOBLE2,10886,0001895262,NE,Noble Corp plc,NYSE,fuzzy_name,0.9,True,2,,1,0001895262,NE,Noble Corp plc,NYSE,fuzzy_name,0.9
031142,STMICROELECTRONICSGRENOBLE2,10886,0001895262,NE,Noble Corp plc,NYSE,fuzzy_name,0.9,True,2,,2,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9
010857,UNIONCARBIDE,10338,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9
010857,UNIONCARBIDE,10338,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,2,0001736541,NIO,NIO Inc.,NYSE,fuzzy_name,0.9
010857,UNIONCARBIDE,10338,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,3,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
001704,APPLIEDMATERIALS,10192,0000922224,PPL,PPL Corp,NYSE,fuzzy_name,0.9,True,2,,1,0000922224,PPL,PPL Corp,NYSE,fuzzy_name,0.9
001704,APPLIEDMATERIALS,10192,0000922224,PPL,PPL Corp,NYSE,fuzzy_name,0.9,True,2,,2,0000006951,AMAT,APPLIED MATERIALS INC /DE,Nasdaq,fuzzy_name,0.8888888888888888
062599,LUCENTMEDICALSYS,8860,0001726079,LUCN,"Lucent, Inc.",OTC,fuzzy_name,0.9,True,2,,1,0001726079,LUCN,"Lucent, Inc.",OTC,fuzzy_name,0.9
062599,LUCENTMEDICALSYS,8860,0001726079,LUCN,"Lucent, Inc.",OTC,fuzzy_name,0.9,True,2,,2,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9
012136,SUNMICROSYSTEMS,7621,0001547903,NMIH,"NMI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,1,0001547903,NMIH,"NMI Holdings, Inc.",Nasdaq,fuzzy_name,0.9
012136,SUNMICROSYSTEMS,7621,0001547903,NMIH,"NMI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,2,0001758766,STEM,"STEM, INC.",NYSE,fuzzy_name,0.9
012136,SUNMICROSYSTEMS,7621,0001547903,NMIH,"NMI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,3,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9
009653,SHELLOIL,7096,0001610601,MOMO,Hello Group Inc.,Nasdaq,fuzzy_name,0.9,True,2,,1,0001610601,MOMO,Hello Group Inc.,Nasdaq,fuzzy_name,0.9
009653,SHELLOIL,7096,0001610601,MOMO,Hello Group Inc.,Nasdaq,fuzzy_name,0.9,True,2,,2,0001306965,SHEL,Shell plc,NYSE,fuzzy_name,0.9
103487,SAP,6908,0001394189,CHPGF,Chesapeake Gold Corp,OTC,fuzzy_name,0.9,True,4,,1,0001394189,CHPGF,Chesapeake Gold Corp,OTC,fuzzy_name,0.9
103487,SAP,6908,0001394189,CHPGF,Chesapeake Gold Corp,OTC,fuzzy_name,0.9,True,4,,2,0000019745,CPK,CHESAPEAKE UTILITIES CORP,NYSE,fuzzy_name,0.9
103487,SAP,6908,0001394189,CHPGF,Chesapeake Gold Corp,OTC,fuzzy_name,0.9,True,4,,3,0001000184,SAP,SAP SE,NYSE,fuzzy_name,0.9
103487,SAP,6908,0001394189,CHPGF,Chesapeake Gold Corp,OTC,fuzzy_name,0.9,True,4,,4,0002072563,SAPUY,Saputo Inc./ADR,OTC,fuzzy_name,0.9
002136,VERIZONPATENT,5518,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,True,2,,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
002136,VERIZONPATENT,5518,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,True,2,,2,0002030954,XHLD,"TEN Holdings, Inc.",Nasdaq,fuzzy_name,0.9
007648,NCR,5369,0000009521,BCV,BANCROFT FUND LTD,NYSE,fuzzy_name,0.9,True,5,,1,0000009521,BCV,BANCROFT FUND LTD,NYSE,fuzzy_name,0.9
007648,NCR,5369,0000009521,BCV,BANCROFT FUND LTD,NYSE,fuzzy_name,0.9,True,5,,2,0001703956,BBCP,"Concrete Pumping Holdings, Inc.",Nasdaq,fuzzy_name,0.9
007648,NCR,5369,0000009521,BCV,BANCROFT FUND LTD,NYSE,fuzzy_name,0.9,True,5,,3,0001974138,NATL,NCR Atleos Corp,NYSE,fuzzy_name,0.9
007648,NCR,5369,0000009521,BCV,BANCROFT FUND LTD,NYSE,fuzzy_name,0.9,True,5,,4,0000070866,VYX,NCR Voyix Corp,NYSE,fuzzy_name,0.9
007648,NCR,5369,0000009521,BCV,BANCROFT FUND LTD,NYSE,fuzzy_name,0.9,True,5,,5,0002094433,RMIX,"Suncrete, Inc.",,fuzzy_name,0.9
007471,MITSUI,4684,0001446420,MITUF,Mitsui Chemicals Inc,OTC,fuzzy_name,0.9,True,6,,1,0001446420,MITUF,Mitsui Chemicals Inc,OTC,fuzzy_name,0.9
007471,MITSUI,4684,0001446420,MITUF,Mitsui Chemicals Inc,OTC,fuzzy_name,0.9,True,6,,2,0001562805,XZJCF,Mitsui Kinzoku Co Ltd./ADR,OTC,fuzzy_name,0.9
007471,MITSUI,4684,0001446420,MITUF,Mitsui Chemicals Inc,OTC,fuzzy_name,0.9,True,6,,3,0002087844,MSSHY,Mitsui-Soko Holdings Co Limited/ADR,OTC,fuzzy_name,0.9
007471,MITSUI,4684,0001446420,MITUF,Mitsui Chemicals Inc,OTC,fuzzy_name,0.9,True,6,,4,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9
007471,MITSUI,4684,0001446420,MITUF,Mitsui Chemicals Inc,OTC,fuzzy_name,0.9,True,6,,5,0001425355,SUIG,SUI Group Holdings Ltd.,Nasdaq,fuzzy_name,0.9
008594,PIONEER,4498,0001896084,IONR,ioneer Ltd,Nasdaq,fuzzy_name,0.923076923076923,True,6,,1,0001896084,IONR,ioneer Ltd,Nasdaq,fuzzy_name,0.923076923076923
008594,PIONEER,4498,0001896084,IONR,ioneer Ltd,Nasdaq,fuzzy_name,0.923076923076923,True,6,,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
008594,PIONEER,4498,0001896084,IONR,ioneer Ltd,Nasdaq,fuzzy_name,0.923076923076923,True,6,,3,0002040381,PACH,Pioneer Acquisition I Corp,Nasdaq,fuzzy_name,0.9
008594,PIONEER,4498,0001896084,IONR,ioneer Ltd,Nasdaq,fuzzy_name,0.923076923076923,True,6,,4,0001769663,PBFS,"Pioneer Bancorp, Inc./MD",Nasdaq,fuzzy_name,0.9
008594,PIONEER,4498,0001896084,IONR,ioneer Ltd,Nasdaq,fuzzy_name,0.923076923076923,True,6,,5,0001305767,PHD,"Pioneer Floating Rate Fund, Inc.",,fuzzy_name,0.9
015704,THOMSON,4428,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,True,2,,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
015704,THOMSON,4428,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,True,2,,2,0001075124,TRI,THOMSON REUTERS CORP /CAN/,Nasdaq,fuzzy_name,0.9
126554,AGILENTTECH,4421,0002081206,AGBK,AGI Inc,NYSE,fuzzy_name,0.9,True,2,,1,0002081206,AGBK,AGI Inc,NYSE,fuzzy_name,0.9
126554,AGILENTTECH,4421,0002081206,AGBK,AGI Inc,NYSE,fuzzy_name,0.9,True,2,,2,0001013880,TTEC,"TTEC Holdings, Inc.",Nasdaq,fuzzy_name,0.9
001608,AMP,4398,0000006176,AP,AMPCO PITTSBURGH CORP,NYSE,fuzzy_name,0.9,True,18,,1,0000006176,AP,AMPCO PITTSBURGH CORP,NYSE,fuzzy_name,0.9
001608,AMP,4398,0000006176,AP,AMPCO PITTSBURGH CORP,NYSE,fuzzy_name,0.9,True,18,,2,0000820313,APH,AMPHENOL CORP /DE/,NYSE,fuzzy_name,0.9
001608,AMP,4398,0000006176,AP,AMPCO PITTSBURGH CORP,NYSE,fuzzy_name,0.9,True,18,,3,0001610940,BDRY,Amplify Commodity Trust,NYSE,fuzzy_name,0.9
001608,AMP,4398,0000006176,AP,AMPCO PITTSBURGH CORP,NYSE,fuzzy_name,0.9,True,18,,4,0001533924,AMPY,Amplify Energy Corp.,NYSE,fuzzy_name,0.9
001608,AMP,4398,0000006176,AP,AMPCO PITTSBURGH CORP,NYSE,fuzzy_name,0.9,True,18,,5,0001518461,AMPG,"AmpliTech Group, Inc.",Nasdaq,fuzzy_name,0.9
184725,NXP,4312,0001413447,NXPI,NXP Semiconductors N.V.,Nasdaq,fuzzy_name,0.9,True,2,,1,0001413447,NXPI,NXP Semiconductors N.V.,Nasdaq,fuzzy_name,0.9
184725,NXP,4312,0001413447,NXPI,NXP Semiconductors N.V.,Nasdaq,fuzzy_name,0.9,True,2,,2,0001787425,XP,XP Inc.,Nasdaq,fuzzy_name,0.9
009267,SHELLOIL,4097,0001610601,MOMO,Hello Group Inc.,Nasdaq,fuzzy_name,0.9,True,2,,1,0001610601,MOMO,Hello Group Inc.,Nasdaq,fuzzy_name,0.9
009267,SHELLOIL,4097,0001610601,MOMO,Hello Group Inc.,Nasdaq,fuzzy_name,0.9,True,2,,2,0001306965,SHEL,Shell plc,NYSE,fuzzy_name,0.9
242977,AUOPTRONICS,4077,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9
242977,AUOPTRONICS,4077,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
242977,AUOPTRONICS,4077,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,3,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9
005860,ITTMFGENTPR,3977,0002004385,FGO,FG Holdings Ltd,,fuzzy_name,0.9,True,2,,1,0002004385,FGO,FG Holdings Ltd,,fuzzy_name,0.9
005860,ITTMFGENTPR,3977,0002004385,FGO,FG Holdings Ltd,,fuzzy_name,0.9,True,2,,2,0000216228,ITT,ITT INC.,NYSE,fuzzy_name,0.9
